Date,Payup (ticks),Date,%OAS
10/26/2012,0.0625,10/26/2012,0.042326
10/29/2012,0.0625,10/29/2012,0.041176
10/30/2012,0.0625,10/30/2012,0.043482
10/31/2012,0.0625,10/31/2012,0.039801
11/1/2012,0.0625,11/1/2012,0.043039
11/2/2012,0.125,11/2/2012,0.084334
11/5/2012,0.125,11/5/2012,0.079945
11/6/2012,0.125,11/6/2012,0.087694
11/7/2012,0.1875,11/7/2012,0.101091
11/8/2012,0.1875,11/8/2012,0.097331
11/9/2012,0.1875,11/9/2012,0.099982
11/13/2012,0.1875,11/13/2012,0.101266
11/14/2012,0.1875,11/14/2012,0.105154
11/15/2012,0.1875,11/15/2012,0.101858
11/16/2012,0.1875,11/16/2012,0.098338
11/19/2012,0.1875,11/19/2012,0.10207
11/20/2012,0.1875,11/20/2012,0.105852
11/21/2012,0.1875,11/21/2012,0.110072
11/23/2012,0.1875,11/23/2012,0.110768
11/26/2012,0.4375,11/26/2012,0.245469
11/27/2012,0.4375,11/27/2012,0.235328
11/28/2012,0.4375,11/28/2012,0.233427
11/29/2012,0.4375,11/29/2012,0.236434
11/30/2012,0.4375,11/30/2012,0.232621
12/3/2012,0.4375,12/3/2012,0.222182
12/4/2012,0.4375,12/4/2012,0.217174
12/5/2012,0.4375,12/5/2012,0.218087
12/6/2012,0.4375,12/6/2012,0.222918
12/7/2012,0.4375,12/7/2012,0.234331
12/10/2012,0.4375,12/10/2012,0.231263
12/11/2012,0.4375,12/11/2012,0.234552
12/12/2012,0.4375,12/12/2012,0.246316
12/13/2012,0.4375,12/13/2012,0.249888
12/14/2012,0.4375,12/14/2012,0.259419
12/17/2012,0.4375,12/17/2012,0.271854
12/18/2012,0.375,12/18/2012,0.247029
12/19/2012,0.375,12/19/2012,0.239691
12/20/2012,0.375,12/20/2012,0.241793
12/21/2012,0.375,12/21/2012,0.228941
12/24/2012,0.375,12/24/2012,0.233027
12/26/2012,0.375,12/26/2012,0.229011
12/27/2012,0.375,12/27/2012,0.222307
12/28/2012,0.375,12/28/2012,0.223106
12/31/2012,0.375,12/31/2012,0.228104
1/2/2013,0.375,1/2/2013,0.240817
1/3/2013,0.25,1/3/2013,0.177702
1/4/2013,0.1875,1/4/2013,0.135413
1/7/2013,0.25,1/7/2013,0.174424
1/8/2013,0.25,1/8/2013,0.168673
1/9/2013,0.25,1/9/2013,0.165065
1/10/2013,0.1875,1/10/2013,0.144667
1/11/2013,0.1875,1/11/2013,0.141179
1/14/2013,0.1875,1/14/2013,0.139368
1/15/2013,0.1875,1/15/2013,0.138974
1/16/2013,0.1875,1/16/2013,0.138689
1/17/2013,0.1875,1/17/2013,0.148017
1/18/2013,0.1875,1/18/2013,0.145613
1/22/2013,0.1875,1/22/2013,0.145061
1/23/2013,0.1875,1/23/2013,0.141582
1/24/2013,0.1875,1/24/2013,0.144044
1/25/2013,0.1875,1/25/2013,0.166652
1/28/2013,0.03125,1/28/2013,0.027891
1/29/2013,0.03125,1/29/2013,0.028175
1/30/2013,0.03125,1/30/2013,0.028745
1/31/2013,0.03125,1/31/2013,0.028379
2/1/2013,0.03125,2/1/2013,0.027075
2/4/2013,0.03125,2/4/2013,0.025943
2/5/2013,0.03125,2/5/2013,0.02648
2/6/2013,0.03125,2/6/2013,0.025263
2/7/2013,0.03125,2/7/2013,0.025284
2/8/2013,0.03125,2/8/2013,0.027013
2/11/2013,0.03125,2/11/2013,0.026441
2/12/2013,0,2/12/2013,0
2/13/2013,0,2/13/2013,0
2/14/2013,0,2/14/2013,0
2/15/2013,0,2/15/2013,0
2/19/2013,0,2/19/2013,0
2/20/2013,0,2/20/2013,0
2/21/2013,0,2/21/2013,0
2/22/2013,0,2/22/2013,0
2/25/2013,0.03125,2/25/2013,0.025371
2/26/2013,0.03125,2/26/2013,0.024618
2/27/2013,0.03125,2/27/2013,0.025587
2/28/2013,0.03125,2/28/2013,0.024605
3/1/2013,0.03125,3/1/2013,0.023105
3/4/2013,0.03125,3/4/2013,0.023556
3/5/2013,0.03125,3/5/2013,0.023789
3/6/2013,0.03125,3/6/2013,0.025173
3/7/2013,0.03125,3/7/2013,0.027508
3/8/2013,0.03125,3/8/2013,0.030483
3/11/2013,0.03125,3/11/2013,0.030216
3/12/2013,0.03125,3/12/2013,0.029404
3/13/2013,0.03125,3/13/2013,0.028894
3/14/2013,0.03125,3/14/2013,0.028931
3/15/2013,0.03125,3/15/2013,0.027674
3/18/2013,0.03125,3/18/2013,0.025903
3/19/2013,0.03125,3/19/2013,0.025018
3/20/2013,0.03125,3/20/2013,0.02618
3/21/2013,0.03125,3/21/2013,0.026466
3/22/2013,0.03125,3/22/2013,0.025978
