Date,Payup (ticks),Date,%OAS
12/31/2012,2.6875,12/31/2012,0.598708
1/2/2013,2.6875,1/2/2013,0.599417
1/3/2013,2.5,1/3/2013,0.604889
1/4/2013,2.625,1/4/2013,0.645998
1/7/2013,2.6875,1/7/2013,0.638213
1/8/2013,2.6875,1/8/2013,0.62792
1/9/2013,2.6875,1/9/2013,0.617361
1/10/2013,2.6875,1/10/2013,0.682764
1/11/2013,2.6875,1/11/2013,0.671663
1/14/2013,2.6875,1/14/2013,0.652497
1/15/2013,2.6875,1/15/2013,0.648024
1/16/2013,2.6875,1/16/2013,0.646917
1/17/2013,2.625,1/17/2013,0.677404
1/18/2013,2.625,1/18/2013,0.664689
1/22/2013,2.625,1/22/2013,0.665587
1/23/2013,2.625,1/23/2013,0.657022
1/24/2013,2.625,1/24/2013,0.673766
1/25/2013,2.625,1/25/2013,0.782363
1/28/2013,2.5,1/28/2013,0.765803
1/29/2013,2.5,1/29/2013,0.773953
1/30/2013,2.5,1/30/2013,0.789535
1/31/2013,2.5,1/31/2013,0.767951
2/1/2013,2.5,2/1/2013,0.742083
2/4/2013,2.5,2/4/2013,0.713879
2/5/2013,2.75,2/5/2013,0.813309
2/6/2013,2.75,2/6/2013,0.772536
2/7/2013,2.75,2/7/2013,0.754251
2/8/2013,2.75,2/8/2013,0.811776
2/11/2013,2.75,2/11/2013,0.797018
2/12/2013,2.3125,2/12/2013,0.693744
2/13/2013,2.3125,2/13/2013,0.711967
2/14/2013,2.3125,2/14/2013,0.675062
2/15/2013,2.3125,2/15/2013,0.67664
2/19/2013,2.3125,2/19/2013,0.690118
2/20/2013,2.3125,2/20/2013,0.693624
2/21/2013,2.4375,2/21/2013,0.708463
2/22/2013,2.4375,2/22/2013,0.704109
2/25/2013,2.4375,2/25/2013,0.65722
2/26/2013,2.4375,2/26/2013,0.639277
2/27/2013,2.4375,2/27/2013,0.653522
2/28/2013,2.625,2/28/2013,0.678294
3/1/2013,2.625,3/1/2013,0.644277
3/4/2013,2.75,3/4/2013,0.685798
3/5/2013,2.75,3/5/2013,0.691367
3/6/2013,2.75,3/6/2013,0.726155
3/7/2013,2.5,3/7/2013,0.696214
3/8/2013,2.375,3/8/2013,0.765112
3/11/2013,2.375,3/11/2013,0.75465
3/12/2013,2.375,3/12/2013,0.724626
3/13/2013,2.375,3/13/2013,0.707421
3/14/2013,2.375,3/14/2013,0.701618
3/15/2013,2.375,3/15/2013,0.676033
3/18/2013,2.375,3/18/2013,0.646743
3/19/2013,2.5,3/19/2013,0.658179
3/20/2013,2.5,3/20/2013,0.688241
3/21/2013,2.5,3/21/2013,0.696955
3/22/2013,2.5,3/22/2013,0.677794
3/25/2013,2.5,3/25/2013,0.674954
3/26/2013,2.5,3/26/2013,0.68614
3/27/2013,2.5,3/27/2013,0.658564
3/28/2013,2.5,3/28/2013,0.662873
4/1/2013,2.5,4/1/2013,0.650397
4/2/2013,2.5,4/2/2013,0.658756
4/3/2013,2.5,4/3/2013,0.628291
4/4/2013,2.5,4/4/2013,0.581404
4/5/2013,2.625,4/5/2013,0.564049
4/8/2013,2.625,4/8/2013,0.603184
4/9/2013,2.625,4/9/2013,0.647082
4/10/2013,2.625,4/10/2013,0.688858
4/11/2013,2.625,4/11/2013,0.665569
4/12/2013,2.75,4/12/2013,0.647937
4/15/2013,2.75,4/15/2013,0.632719
4/16/2013,2.75,4/16/2013,0.642521
4/17/2013,2.75,4/17/2013,0.632449
4/18/2013,2.75,4/18/2013,0.614694
