Date,Payup (ticks),Date,%OAS
4/19/2013,0.25,4/19/2013,0.152678
4/22/2013,0.25,4/22/2013,0.152451
4/23/2013,0.25,4/23/2013,0.153313
4/24/2013,0.25,4/24/2013,0.152606
4/25/2013,0.25,4/25/2013,0.153407
4/26/2013,0.25,4/26/2013,0.147301
4/29/2013,0.25,4/29/2013,0.146712
4/30/2013,0.25,4/30/2013,0.145822
5/1/2013,0.25,5/1/2013,0.139001
5/2/2013,0.25,5/2/2013,0.141151
5/3/2013,0.3125,5/3/2013,0.195415
5/6/2013,0.3125,5/6/2013,0.201552
5/7/2013,0.25,5/7/2013,0.162766
5/8/2013,0.25,5/8/2013,0.160386
5/9/2013,0.25,5/9/2013,0.160715
5/10/2013,0.25,5/10/2013,0.174279
5/13/2013,0.1875,5/13/2013,0.133055
5/14/2013,0.1875,5/14/2013,0.137655
5/15/2013,0.1875,5/15/2013,0.136739
5/16/2013,0.1875,5/16/2013,0.127109
5/17/2013,0.1875,5/17/2013,0.137589
5/20/2013,0.1875,5/20/2013,0.139603
5/21/2013,0.1875,5/21/2013,0.136053
5/22/2013,0.0625,5/22/2013,0.048034
5/23/2013,0.0625,5/23/2013,0.048482
5/24/2013,0.0625,5/24/2013,0.048701
5/27/2013,0.0625,5/28/2013,0.050817
5/28/2013,0.0625,5/29/2013,0.049576
5/29/2013,0.0625,5/30/2013,0.048907
5/30/2013,0.0625,5/31/2013,0.04931
5/31/2013,0.0625,6/3/2013,0.048988
6/3/2013,0.0625,6/4/2013,0.049057
6/4/2013,0.0625,6/5/2013,0.048458
6/5/2013,0.0625,6/6/2013,0.048159
6/6/2013,0.0625,6/7/2013,0.049175
6/7/2013,0.0625,6/10/2013,0.049779
6/10/2013,0.0625,6/11/2013,0.047753
6/11/2013,0.0625,6/12/2013,0.048427
6/12/2013,0.0625,6/13/2013,0.04768
6/13/2013,0.0625,6/14/2013,0.046183
6/14/2013,0.0625,6/17/2013,0.047945
6/17/2013,0.0625,6/18/2013,0.048014
6/18/2013,0.0625,6/19/2013,0
6/19/2013,0,6/20/2013,0
6/20/2013,0,6/21/2013,0
6/21/2013,0,6/24/2013,0
6/24/2013,0,6/25/2013,0
6/25/2013,0,6/26/2013,0
6/26/2013,0,6/27/2013,0
6/27/2013,0,6/28/2013,0
6/28/2013,0,7/1/2013,0
