Date,Payup (ticks),Date,%OAS
7/10/2012,2.375,7/10/2012,0.404029
7/11/2012,2.375,7/11/2012,0.404688
7/12/2012,2.5625,7/12/2012,0.433189
7/13/2012,2.5625,7/13/2012,0.448904
7/16/2012,2.6875,7/16/2012,0.4517
7/17/2012,2.6875,7/17/2012,0.465977
7/18/2012,2.6875,7/18/2012,0.445192
7/19/2012,2.875,7/19/2012,0.481484
7/20/2012,2.875,7/20/2012,0.457113
7/23/2012,3.125,7/23/2012,0.483959
7/24/2012,3.1875,7/24/2012,0.485158
7/25/2012,3.25,7/25/2012,0.497098
7/26/2012,3.25,7/26/2012,0.507164
7/27/2012,3.0625,7/27/2012,0.534933
7/30/2012,3.0625,7/30/2012,0.503331
7/31/2012,3.1875,7/31/2012,0.516212
8/1/2012,3.1875,8/1/2012,0.534065
8/2/2012,3.25,8/2/2012,0.529302
8/3/2012,3.25,8/3/2012,0.571461
8/6/2012,3.5625,8/6/2012,0.630567
8/7/2012,3.5,8/7/2012,0.664739
8/8/2012,3.3125,8/8/2012,0.625653
8/9/2012,3.3125,8/9/2012,0.668326
8/10/2012,3.3125,8/10/2012,0.65421
8/13/2012,3.25,8/13/2012,0.6554
8/14/2012,3,8/14/2012,0.652233
8/15/2012,2.8125,8/15/2012,0.683646
8/16/2012,2.75,8/16/2012,0.686416
8/17/2012,2.625,8/17/2012,0.634284
8/20/2012,2.625,8/20/2012,0.625147
8/21/2012,2.625,8/21/2012,0.621764
8/22/2012,3,8/22/2012,0.635922
8/23/2012,3.0625,8/23/2012,0.608896
8/24/2012,3.0625,8/24/2012,0.631642
8/27/2012,3.0625,8/27/2012,0.612047
8/28/2012,3.0625,8/28/2012,0.598724
8/29/2012,3.0625,8/29/2012,0.621477
8/30/2012,3.125,8/30/2012,0.609777
8/31/2012,3.125,8/31/2012,0.571172
9/4/2012,3.375,9/4/2012,0.627774
9/5/2012,3.375,9/5/2012,0.633044
9/6/2012,3.3125,9/6/2012,0.669344
9/7/2012,3.3125,9/7/2012,0.643101
9/10/2012,3.3125,9/10/2012,0.615538
9/11/2012,3.3125,9/11/2012,0.651278
9/12/2012,3.3125,9/12/2012,0.678751
9/13/2012,3.75,9/13/2012,0.664979
9/14/2012,3.625,9/14/2012,0.676966
9/17/2012,3.5625,9/17/2012,0.670279
9/18/2012,3.4375,9/18/2012,0.639127
9/19/2012,3.4375,9/19/2012,0.610171
9/20/2012,3.4375,9/20/2012,0.583089
9/21/2012,3.375,9/21/2012,0.53684
9/24/2012,3.0625,9/24/2012,0.461948
9/25/2012,3.25,9/25/2012,0.462493
9/26/2012,3.25,9/26/2012,0.442493
9/27/2012,3.25,9/27/2012,0.478529
9/28/2012,3.25,9/28/2012,0.486887
10/1/2012,3.5,10/1/2012,0.507109
10/2/2012,3.625,10/2/2012,0.517271
10/3/2012,3.75,10/3/2012,0.552735
10/4/2012,3.75,10/4/2012,0.596313
10/5/2012,3.75,10/5/2012,0.6709
10/9/2012,3.75,10/9/2012,0.715933
10/10/2012,4,10/10/2012,0.738627
10/11/2012,4,10/11/2012,0.718331
10/12/2012,4,10/12/2012,0.722763
10/15/2012,4,10/15/2012,0.720815
10/16/2012,4,10/16/2012,0.763263
10/17/2012,4,10/17/2012,0.834139
10/18/2012,4,10/18/2012,0.865148
10/19/2012,4,10/19/2012,0.813775
10/22/2012,4,10/22/2012,0.835886
10/23/2012,4.125,10/23/2012,0.846128
10/24/2012,4.125,10/24/2012,0.862136
10/25/2012,3.875,10/25/2012,0.849988
10/26/2012,3.875,10/26/2012,0.789642
10/29/2012,3.875,10/29/2012,0.771766
10/30/2012,3.875,10/30/2012,0.899781
10/31/2012,3.875,10/31/2012,0.746358
11/1/2012,3.875,11/1/2012,0.766892
11/2/2012,3.8125,11/2/2012,0.736057
11/5/2012,3.8125,11/5/2012,0.698523
11/6/2012,4,11/6/2012,0.804681
11/7/2012,4.1875,11/7/2012,0.734987
11/8/2012,4.1875,11/8/2012,0.704694
11/9/2012,4.3125,11/9/2012,0.792836
11/13/2012,4.3125,11/13/2012,0.812218
11/14/2012,4.375,11/14/2012,0.857605
11/15/2012,4.375,11/15/2012,0.823743
11/16/2012,4.375,11/16/2012,0.787693
11/19/2012,4.375,11/19/2012,0.808859
11/20/2012,4.375,11/20/2012,0.840415
11/21/2012,4.375,11/21/2012,0.875222
11/23/2012,4.5625,11/23/2012,0.913623
11/26/2012,4.5625,11/26/2012,0.870951
11/27/2012,4.5625,11/27/2012,0.836795
11/28/2012,4.5625,11/28/2012,0.82865
11/29/2012,4.5625,11/29/2012,0.829439
11/30/2012,4.5625,11/30/2012,0.812792
12/3/2012,4.125,12/3/2012,0.718669
12/4/2012,4.125,12/4/2012,0.700712
12/5/2012,4.1875,12/5/2012,0.714883
12/6/2012,4.1875,12/6/2012,0.730618
12/7/2012,4.1875,12/7/2012,0.762735
12/10/2012,4.1875,12/10/2012,0.772268
12/11/2012,4.1875,12/11/2012,0.781641
12/12/2012,4.125,12/12/2012,0.802012
12/13/2012,4.125,12/13/2012,0.807473
12/14/2012,4.125,12/14/2012,0.816846
12/17/2012,4.125,12/17/2012,0.85518
12/18/2012,4,12/18/2012,0.879565
12/19/2012,4,12/19/2012,0.841657
12/20/2012,4,12/20/2012,0.837494
12/21/2012,4,12/21/2012,0.797014
12/24/2012,4,12/24/2012,0.811116
12/26/2012,4,12/26/2012,0.796579
12/27/2012,4,12/27/2012,0.772068
12/28/2012,4,12/28/2012,0.770736
12/31/2012,4,12/31/2012,0.781264
1/2/2013,4,1/2/2013,0.79968
1/3/2013,3.75,1/3/2013,0.815712
1/4/2013,4.125,1/4/2013,0.912877
1/7/2013,4.125,1/7/2013,0.881191
1/8/2013,4.125,1/8/2013,0.864718
1/9/2013,4.125,1/9/2013,0.849573
1/10/2013,4.125,1/10/2013,0.932156
1/11/2013,4.125,1/11/2013,0.916192
1/14/2013,4.125,1/14/2013,0.890765
1/15/2013,4.125,1/15/2013,0.884752
1/16/2013,4.125,1/16/2013,0.882467
1/17/2013,4,1/17/2013,0.918156
1/18/2013,4,1/18/2013,0.900801
1/22/2013,4,1/22/2013,0.901758
1/23/2013,4,1/23/2013,0.88919
1/24/2013,4,1/24/2013,0.910905
1/25/2013,4,1/25/2013,1.058493
1/28/2013,3.875,1/28/2013,1.051488
1/29/2013,3.875,1/29/2013,1.061998
1/30/2013,3.875,1/30/2013,1.083358
1/31/2013,3.875,1/31/2013,1.055662
2/1/2013,3.875,2/1/2013,1.04058
2/4/2013,3.875,2/4/2013,1.001312
2/5/2013,3.875,2/5/2013,1.03423
2/6/2013,3.875,2/6/2013,0.983082
2/7/2013,3.875,2/7/2013,0.959968
2/8/2013,3.875,2/8/2013,1.026158
2/11/2013,3.875,2/11/2013,1.008414
2/12/2013,3.3125,2/12/2013,0.892765
2/13/2013,3.3125,2/13/2013,0.916654
2/14/2013,3.3125,2/14/2013,0.870316
2/15/2013,3.3125,2/15/2013,0.873151
2/19/2013,3.3125,2/19/2013,0.890669
2/20/2013,3.3125,2/20/2013,0.894637
2/21/2013,3.3125,2/21/2013,0.866383
2/22/2013,3.3125,2/22/2013,0.8609
2/25/2013,3.3125,2/25/2013,0.803028
2/26/2013,3.3125,2/26/2013,0.781393
2/27/2013,3.3125,2/27/2013,0.800154
2/28/2013,3.5,2/28/2013,0.813856
3/1/2013,3.5,3/1/2013,0.788219
3/4/2013,3.5,3/4/2013,0.801515
3/5/2013,3.5,3/5/2013,0.808131
3/6/2013,3.5,3/6/2013,0.849167
3/7/2013,3.125,3/7/2013,0.7996
3/8/2013,3,3/8/2013,0.879056
3/11/2013,3,3/11/2013,0.868204
3/12/2013,3,3/12/2013,0.835855
3/13/2013,3,3/13/2013,0.816731
3/14/2013,3,3/14/2013,0.810919
3/15/2013,3,3/15/2013,0.781295
3/18/2013,3,3/18/2013,0.746311
3/19/2013,3.125,3/19/2013,0.752428
3/20/2013,3.125,3/20/2013,0.786141
3/21/2013,3.125,3/21/2013,0.795503
3/22/2013,3.125,3/22/2013,0.775164
3/25/2013,3.125,3/25/2013,0.772662
3/26/2013,3.125,3/26/2013,0.78586
3/27/2013,3.125,3/27/2013,0.753875
3/28/2013,3.125,3/28/2013,0.759279
4/1/2013,3.125,4/1/2013,0.753157
4/2/2013,3.125,4/2/2013,0.763431
4/3/2013,3.5,4/3/2013,0.816451
4/4/2013,3.5,4/4/2013,0.754726
4/5/2013,3.625,4/5/2013,0.721722
4/8/2013,3.625,4/8/2013,0.772627
4/9/2013,3.625,4/9/2013,0.823297
4/10/2013,3.625,4/10/2013,0.876296
4/11/2013,3.625,4/11/2013,0.847297
4/12/2013,3.6875,4/12/2013,0.800571
4/15/2013,3.6875,4/15/2013,0.780853
4/16/2013,3.6875,4/16/2013,0.794419
4/17/2013,3.6875,4/17/2013,0.781552
4/18/2013,3.6875,4/18/2013,0.759243
4/19/2013,3.6875,4/19/2013,0.773827
4/22/2013,3.6875,4/22/2013,0.772241
4/23/2013,3.6875,4/23/2013,0.773147
4/24/2013,3.6875,4/24/2013,0.772343
4/25/2013,3.6875,4/25/2013,0.772615
4/26/2013,3.6875,4/26/2013,0.736276
4/29/2013,3.6875,4/29/2013,0.729778
4/30/2013,3.6875,4/30/2013,0.725921
5/1/2013,3.6875,5/1/2013,0.691828
5/2/2013,3.75,5/2/2013,0.714154
5/3/2013,3.875,5/3/2013,0.825503
5/6/2013,3.875,5/6/2013,0.858142
5/7/2013,3.5625,5/7/2013,0.799425
5/8/2013,3.5625,5/8/2013,0.781967
5/9/2013,3.5625,5/9/2013,0.8437
5/10/2013,3.4375,5/10/2013,0.900953
5/13/2013,3.375,5/13/2013,0.915676
5/14/2013,3.25,5/14/2013,0.922447
5/15/2013,3.125,5/15/2013,0.880669
5/16/2013,3.125,5/16/2013,0.776042
5/17/2013,3.125,5/17/2013,0.889325
5/20/2013,3.125,5/20/2013,0.912259
5/21/2013,3.125,5/21/2013,0.861741
5/22/2013,2.875,5/22/2013,0.892745
5/23/2013,2.875,5/23/2013,0.90481
5/24/2013,2.5,5/24/2013,0.782437
5/27/2013,2,5/28/2013,0.710731
5/28/2013,2,5/29/2013,0.719911
5/29/2013,2.125,5/30/2013,0.750448
5/30/2013,2.25,5/31/2013,0.699035
5/31/2013,2,6/3/2013,0.691246
6/3/2013,2,6/4/2013,0.716658
6/4/2013,2,6/5/2013,0.728858
6/5/2013,2.0625,6/6/2013,0.730463
6/6/2013,2.1875,6/7/2013,0.723122
6/7/2013,2.0625,6/10/2013,0.741701
6/10/2013,2.0625,6/11/2013,0.7618
6/11/2013,2.0625,6/12/2013,0.79344
6/12/2013,2.0625,6/13/2013,0.64558
6/13/2013,1.75,6/14/2013,0.631648
6/14/2013,1.75,6/17/2013,0.66258
6/17/2013,1.75,6/18/2013,0.657783
6/18/2013,1.75,6/19/2013,0.504092
6/19/2013,1.1875,6/20/2013,0.568937
6/20/2013,1.1875,6/21/2013,0.504964
6/21/2013,0.9375,6/24/2013,0.41292
6/24/2013,0.75,6/25/2013,0.42625
6/25/2013,0.75,6/26/2013,0.408359
6/26/2013,0.75,6/27/2013,0.499445
6/27/2013,1,6/28/2013,0.496995
6/28/2013,1,7/1/2013,0.489834
7/1/2013,1,7/2/2013,0.400987
7/2/2013,0.8125,7/3/2013,0.421103
7/3/2013,0.8125,7/5/2013,0.394943
7/5/2013,0.625,7/8/2013,0.361879
7/8/2013,0.625,7/9/2013,0.347869
7/9/2013,0.625,7/10/2013,0.376334
7/10/2013,0.625,7/11/2013,0.349223
