Date,Payup (ticks),Date,%OAS
7/10/2012,1.125,7/10/2012,0.278284
7/11/2012,1.125,7/11/2012,0.280114
7/12/2012,1.1875,7/12/2012,0.293171
7/13/2012,1.1875,7/13/2012,0.303971
7/16/2012,1.25,7/16/2012,0.306436
7/17/2012,1.25,7/17/2012,0.317603
7/18/2012,1.25,7/18/2012,0.305798
7/19/2012,1.75,7/19/2012,0.439061
7/20/2012,1.75,7/20/2012,0.416363
7/23/2012,1.75,7/23/2012,0.402277
7/24/2012,1.78125,7/24/2012,0.401209
7/25/2012,1.78125,7/25/2012,0.403618
7/26/2012,1.78125,7/26/2012,0.413811
7/27/2012,1.6875,7/27/2012,0.439641
7/30/2012,1.6875,7/30/2012,0.41378
7/31/2012,1.625,7/31/2012,0.392818
8/1/2012,1.5625,8/1/2012,0.388066
8/2/2012,1.625,8/2/2012,0.393661
8/3/2012,1.625,8/3/2012,0.426525
8/6/2012,1.75,8/6/2012,0.442135
8/7/2012,1.6875,8/7/2012,0.457027
8/8/2012,1.5625,8/8/2012,0.419396
8/9/2012,1.5625,8/9/2012,0.413868
8/10/2012,1.5625,8/10/2012,0.404586
8/13/2012,1.5625,8/13/2012,0.411856
8/14/2012,1.4375,8/14/2012,0.410737
8/15/2012,1.3125,8/15/2012,0.423253
8/16/2012,1.25,8/16/2012,0.413956
8/17/2012,1.3125,8/17/2012,0.421907
8/20/2012,1.3125,8/20/2012,0.416836
8/21/2012,1.3125,8/21/2012,0.414891
8/22/2012,1.5625,8/22/2012,0.443193
8/23/2012,1.625,8/23/2012,0.426792
8/24/2012,1.625,8/24/2012,0.443774
8/27/2012,1.625,8/27/2012,0.427428
8/28/2012,1.625,8/28/2012,0.416144
8/29/2012,1.5625,8/29/2012,0.418501
8/30/2012,1.625,8/30/2012,0.415151
8/31/2012,1.625,8/31/2012,0.384974
9/4/2012,1.625,9/4/2012,0.391694
9/5/2012,1.6875,9/5/2012,0.41197
9/6/2012,1.625,9/6/2012,0.433973
9/7/2012,1.625,9/7/2012,0.412078
9/10/2012,1.625,9/10/2012,0.375562
9/11/2012,1.625,9/11/2012,0.398239
9/12/2012,1.625,9/12/2012,0.415008
9/13/2012,1.875,9/13/2012,0.404041
9/14/2012,1.625,9/14/2012,0.371094
9/17/2012,1.5,9/17/2012,0.344744
9/18/2012,1.5,9/18/2012,0.341217
9/19/2012,1.5,9/19/2012,0.322798
9/20/2012,1.5,9/20/2012,0.305164
9/21/2012,1.5,9/21/2012,0.284385
9/24/2012,1.5,9/24/2012,0.265032
9/25/2012,1.5,9/25/2012,0.245876
9/26/2012,1.5,9/26/2012,0.232653
9/27/2012,1.5,9/27/2012,0.257475
9/28/2012,1.5,9/28/2012,0.264155
10/1/2012,1.5,10/1/2012,0.263283
10/2/2012,1.6875,10/2/2012,0.288322
10/3/2012,1.8125,10/3/2012,0.32289
10/4/2012,1.8125,10/4/2012,0.35726
10/5/2012,1.8125,10/5/2012,0.396214
10/9/2012,1.8125,10/9/2012,0.424548
10/10/2012,1.8125,10/10/2012,0.407301
10/11/2012,1.8125,10/11/2012,0.392677
10/12/2012,1.875,10/12/2012,0.411074
10/15/2012,1.875,10/15/2012,0.408027
10/16/2012,2.0625,10/16/2012,0.482964
10/17/2012,2.0625,10/17/2012,0.535824
10/18/2012,2.0625,10/18/2012,0.561779
10/19/2012,2.0625,10/19/2012,0.521439
10/22/2012,2.0625,10/22/2012,0.538445
10/23/2012,2.0625,10/23/2012,0.52719
10/24/2012,2.0625,10/24/2012,0.545167
10/25/2012,2,10/25/2012,0.557211
10/26/2012,2,10/26/2012,0.506761
10/29/2012,2,10/29/2012,0.49137
10/30/2012,2,10/30/2012,0.522737
10/31/2012,2,10/31/2012,0.471388
11/1/2012,2,11/1/2012,0.495088
11/2/2012,2,11/2/2012,0.480022
11/5/2012,2,11/5/2012,0.449849
11/6/2012,2.125,11/6/2012,0.537703
11/7/2012,2.375,11/7/2012,0.514255
11/8/2012,2.375,11/8/2012,0.488287
11/9/2012,2.375,11/9/2012,0.523573
11/13/2012,2.375,11/13/2012,0.53541
11/14/2012,2.375,11/14/2012,0.563102
11/15/2012,2.375,11/15/2012,0.536584
11/16/2012,2.375,11/16/2012,0.511142
11/19/2012,2.375,11/19/2012,0.532506
11/20/2012,2.375,11/20/2012,0.555623
11/21/2012,2.375,11/21/2012,0.584567
11/23/2012,2.375,11/23/2012,0.586958
11/26/2012,2.375,11/26/2012,0.551485
11/27/2012,2.375,11/27/2012,0.522276
11/28/2012,2.375,11/28/2012,0.517324
11/29/2012,2.375,11/29/2012,0.519966
11/30/2012,2.375,11/30/2012,0.507818
12/3/2012,2.25,12/3/2012,0.482414
12/4/2012,2.25,12/4/2012,0.468836
12/5/2012,2.25,12/5/2012,0.472126
12/6/2012,2.25,12/6/2012,0.484174
12/7/2012,2.25,12/7/2012,0.509019
12/10/2012,2.25,12/10/2012,0.511792
12/11/2012,2.25,12/11/2012,0.517144
12/12/2012,2.25,12/12/2012,0.544902
12/13/2012,2.25,12/13/2012,0.549797
12/14/2012,2.25,12/14/2012,0.562412
12/17/2012,2.25,12/17/2012,0.593689
12/18/2012,2.125,12/18/2012,0.601086
12/19/2012,2.125,12/19/2012,0.572914
12/20/2012,2.125,12/20/2012,0.571616
12/21/2012,2.125,12/21/2012,0.534931
12/24/2012,2,12/24/2012,0.51526
12/26/2012,2,12/26/2012,0.503161
12/27/2012,2,12/27/2012,0.485197
12/28/2012,2,12/28/2012,0.485887
12/31/2012,2,12/31/2012,0.496671
1/2/2013,2,1/2/2013,0.51676
1/3/2013,2,1/3/2013,0.579085
1/4/2013,1.8125,1/4/2013,0.53715
1/7/2013,1.9375,1/7/2013,0.555431
1/8/2013,1.9375,1/8/2013,0.53611
1/9/2013,1.9375,1/9/2013,0.521959
1/10/2013,1.8125,1/10/2013,0.527648
1/11/2013,1.8125,1/11/2013,0.513535
1/14/2013,1.8125,1/14/2013,0.495836
1/15/2013,1.8125,1/15/2013,0.492734
1/16/2013,1.8125,1/16/2013,0.491209
1/17/2013,1.75,1/17/2013,0.516198
1/18/2013,1.75,1/18/2013,0.504416
1/22/2013,1.75,1/22/2013,0.504296
1/23/2013,1.75,1/23/2013,0.492799
1/24/2013,1.75,1/24/2013,0.504039
1/25/2013,1.75,1/25/2013,0.609243
1/28/2013,1.5625,1/28/2013,0.553842
1/29/2013,1.5625,1/29/2013,0.561293
1/30/2013,1.5625,1/30/2013,0.575853
1/31/2013,1.5625,1/31/2013,0.564054
2/1/2013,1.3125,2/1/2013,0.464598
2/4/2013,1.375,2/4/2013,0.462722
2/5/2013,1.375,2/5/2013,0.478787
2/6/2013,1.375,2/6/2013,0.452171
2/7/2013,1.375,2/7/2013,0.424523
2/8/2013,1.375,2/8/2013,0.450225
2/11/2013,1.375,2/11/2013,0.442344
2/12/2013,1.375,2/12/2013,0.464172
2/13/2013,1.25,2/13/2013,0.440983
2/14/2013,1.25,2/14/2013,0.41297
2/15/2013,1.25,2/15/2013,0.417053
2/19/2013,1.375,2/19/2013,0.469421
2/20/2013,1.375,2/20/2013,0.472456
2/21/2013,1.4375,2/21/2013,0.473695
2/22/2013,1.4375,2/22/2013,0.471944
2/25/2013,1.5625,2/25/2013,0.46698
2/26/2013,1.5625,2/26/2013,0.452911
2/27/2013,1.5625,2/27/2013,0.470237
2/28/2013,1.4375,2/28/2013,0.412769
3/1/2013,1.4375,3/1/2013,0.406373
3/4/2013,1.4375,3/4/2013,0.413882
